selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason,image_path,semantic_mask_path,validity_mask_path,provenance_mask_path,support_mask_path,conflict_mask_path,materialization_status
240,240,DE04_r009_c002,DE04,Stuttgart,train,9,2,2304,512,256,256,256,256,65536,0,0.0,60536,0.9237060546875,0.9237060546875,5000,0.0762939453125,2790,0.042572021484375,626,0.0103409541429892,0.009552001953125,809,0.0133639487247257,0.0123443603515625,56939,0.9405808114179992,0.8688201904296875,2027,0.0334842077441522,0.0309295654296875,135,0.0022300779701334,0.0020599365234375,976,0.0161226377692612,7077,0.1169056429232192,52483,0.8669717193075195,976,0,2193,0,3644,1240,52483,503557.70616791205,5391949.149969402,506117.70616791205,5394509.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,False,False,True,False,True,bare_land>=0.005000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r009_c002_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c002_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c002_conflict.tif,PASS
241,241,DE04_r009_c004,DE04,Stuttgart,train,9,4,2304,1024,256,256,256,256,65536,0,0.0,47049,0.7179107666015625,0.7179107666015625,18487,0.2820892333984375,7670,0.117034912109375,5995,0.1274203489978533,0.0914764404296875,4288,0.0911390252715254,0.0654296875,36766,0.7814406257306212,0.561004638671875,0,0.0,0.0,0,0.0,0.0,2113,0.0449106250929881,24824,0.527620140704372,20112,0.4274692342026398,2113,0,5891,0,18626,307,20112,508677.70616791205,5391949.149969402,511237.70616791205,5394509.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r009_c004_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c004_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c004_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c004_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c004_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c004_conflict.tif,PASS
242,242,DE04_r009_c005,DE04,Stuttgart,train,9,5,2304,1280,256,256,256,256,65536,0,0.0,44648,0.6812744140625,0.6812744140625,20888,0.3187255859375,8460,0.12908935546875,7291,0.1632995878874753,0.1112518310546875,5806,0.1300394194588783,0.088592529296875,31365,0.7024950725676402,0.4785919189453125,186,0.004165920086006,0.002838134765625,0,0.0,0.0,3523,0.0789061100161261,31775,0.7116780146927074,9350,0.2094158752911664,3523,0,6477,0,24960,338,9350,511237.70616791205,5391949.149969402,513797.70616791205,5394509.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r009_c005_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c005_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c005_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c005_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c005_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c005_conflict.tif,PASS
243,243,DE04_r009_c006,DE04,Stuttgart,train,9,6,2304,1536,256,256,256,256,65536,0,0.0,32443,0.4950408935546875,0.4950408935546875,33093,0.5049591064453125,7384,0.1126708984375,6774,0.2087969669882563,0.103363037109375,5807,0.1789908454828468,0.0886077880859375,19373,0.5971395986807632,0.2956085205078125,489,0.0150725888481336,0.0074615478515625,0,0.0,0.0,5918,0.1824122306815029,20829,0.6420183090343063,5696,0.1755694602841907,5918,0,6855,0,13675,299,5696,513797.70616791205,5391949.149969402,516357.70616791205,5394509.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r009_c006_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c006_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c006_conflict.tif,PASS
244,244,DE04_r009_c008,DE04,Stuttgart,train,9,8,2304,2048,256,256,256,256,65536,0,0.0,48890,0.746002197265625,0.746002197265625,16646,0.253997802734375,7138,0.108917236328125,4393,0.0898547760278175,0.0670318603515625,3951,0.0808140724074452,0.0602874755859375,40546,0.8293311515647371,0.618682861328125,0,0.0,0.0,0,0.0,0.0,1813,0.0370832481079975,29547,0.6043567191654735,17530,0.3585600327265289,1813,0,4662,0,24376,509,17530,518917.70616791205,5391949.149969402,521477.70616791205,5394509.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r009_c008_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c008_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c008_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c008_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c008_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c008_conflict.tif,PASS
245,245,DE04_r009_c009,DE04,Stuttgart,train,9,9,2304,2304,256,256,256,256,65536,0,0.0,47347,0.7224578857421875,0.7224578857421875,18189,0.2775421142578125,6340,0.09674072265625,4028,0.0850740279215156,0.06146240234375,3684,0.0778085200751895,0.05621337890625,39363,0.8313726318457347,0.6006317138671875,138,0.002914651403468,0.002105712890625,134,0.0028301687540921,0.002044677734375,1335,0.0281960842292014,30042,0.63450693813758,15970,0.3372969776332186,1335,0,4597,0,24571,874,15970,521477.70616791205,5391949.149969402,524037.70616791205,5394509.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r009_c009_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r009_c009_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r009_c009_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r009_c009_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r009_c009_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r009_c009_conflict.tif,PASS
246,246,DE04_r010_c000,DE04,Stuttgart,train,10,0,2560,0,256,256,256,256,65536,0,0.0,46702,0.712615966796875,0.712615966796875,18834,0.287384033203125,6060,0.09246826171875,5519,0.1181748105006209,0.0842132568359375,3713,0.0795040897606098,0.0566558837890625,37470,0.8023210997387692,0.571746826171875,0,0.0,0.0,0,0.0,0.0,2429,0.05201062053017,18443,0.3949081409789731,25830,0.5530812384908569,2429,0,4996,0,12419,1028,25830,498437.70616791205,5389389.149969402,500997.70616791205,5391949.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r010_c000_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r010_c000_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r010_c000_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r010_c000_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r010_c000_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r010_c000_conflict.tif,PASS
247,247,DE04_r010_c006,DE04,Stuttgart,train,10,6,2560,1536,256,256,256,256,65536,0,0.0,48423,0.7388763427734375,0.7388763427734375,17113,0.2611236572265625,7307,0.1114959716796875,5308,0.109617330607356,0.08099365234375,4403,0.0909278648576089,0.0671844482421875,38712,0.799454804535035,0.5906982421875,0,0.0,0.0,0,0.0,0.0,2131,0.0440080127212275,34445,0.7113355223757305,11847,0.2446564649030419,2131,0,5091,0,29016,338,11847,513797.70616791205,5389389.149969402,516357.70616791205,5391949.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r010_c006_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r010_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r010_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r010_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r010_c006_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r010_c006_conflict.tif,PASS
248,248,DE04_r010_c007,DE04,Stuttgart,train,10,7,2560,1792,256,256,256,256,65536,0,0.0,51079,0.7794036865234375,0.7794036865234375,14457,0.2205963134765625,5194,0.079254150390625,5035,0.0985727989976311,0.0768280029296875,3169,0.0620411519411108,0.0483551025390625,42875,0.839386049061258,0.6542205810546875,0,0.0,0.0,0,0.0,0.0,1370,0.0268211985356017,34767,0.6806515397717261,14942,0.2925272616926721,1370,0,4998,0,29495,274,14942,516357.70616791205,5389389.149969402,518917.70616791205,5391949.149969402,EPSG:32632,data\processed\sar\DE04_Stuttgart\DE04_Stuttgart_S1_VV_VH.tif,data\interim\labels_v3\fused\DE04\DE04_v3_semantic.tif,data\interim\labels_v3\fused\DE04\DE04_v3_validity.tif,data\interim\labels_v3\fused\DE04\DE04_v3_provenance.tif,data\interim\labels_v3\fused\DE04\DE04_v3_support_count.tif,data\interim\labels_v3\fused\DE04\DE04_v3_source_conflict.tif,True,True,False,False,False,True,buildings>=0.075000,,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\images\DE04_r010_c007_image.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\semantic_masks\DE04_r010_c007_semantic.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\validity_masks\DE04_r010_c007_validity.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\provenance_masks\DE04_r010_c007_provenance.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\support_masks\DE04_r010_c007_support.tif,data\processed\dataset_v3\tiles\train\DE04_Stuttgart\conflict_masks\DE04_r010_c007_conflict.tif,PASS
249,249,DE05_r000_c001,DE05,Munich,train,0,1,0,256,256,256,256,256,65536,0,0.0,33693,0.5141143798828125,0.5141143798828125,31843,0.4858856201171875,11518,0.175750732421875,9843,0.2921378327842578,0.1501922607421875,6867,0.2038108805983438,0.1047821044921875,14887,0.4418425192176416,0.2271575927734375,1247,0.0370106550322025,0.0190277099609375,849,0.025198112367554,0.0129547119140625,3656,0.1085091858843083,26381,0.7829816282313834,3656,0.1085091858843083,3656,0,9661,0,15479,1241,3656,679655.145199985,5346980.636082032,682215.145199985,5349540.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r000_c001_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r000_c001_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r000_c001_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r000_c001_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r000_c001_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r000_c001_conflict.tif,PASS
250,250,DE05_r000_c002,DE05,Munich,train,0,2,0,512,256,256,256,256,65536,0,0.0,42258,0.644805908203125,0.644805908203125,23278,0.355194091796875,6700,0.10223388671875,6626,0.1567987126697903,0.101104736328125,4492,0.10629939893038,0.06854248046875,29686,0.7024942022812248,0.452972412109375,235,0.0055610771924842,0.0035858154296875,1219,0.0288466089261205,0.0186004638671875,3302,0.0781390505939703,31804,0.7526148894883808,7152,0.1692460599176487,3302,0,6511,0,24931,362,7152,682215.145199985,5346980.636082032,684775.145199985,5349540.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r000_c002_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r000_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r000_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r000_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r000_c002_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r000_c002_conflict.tif,PASS
251,251,DE05_r000_c004,DE05,Munich,train,0,4,0,1024,256,256,256,256,65536,0,0.0,44560,0.679931640625,0.679931640625,20976,0.320068359375,6268,0.09564208984375,3930,0.0881956912028725,0.059967041015625,3671,0.082383303411131,0.0560150146484375,36544,0.8201077199281868,0.5576171875,128,0.0028725314183123,0.001953125,287,0.0064407540394973,0.0043792724609375,2375,0.0532989228007181,35659,0.8002468581687612,6526,0.1464542190305206,2375,0,3421,0,32165,73,6526,687335.145199985,5346980.636082032,689895.145199985,5349540.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r000_c004_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r000_c004_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r000_c004_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r000_c004_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r000_c004_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r000_c004_conflict.tif,PASS
252,252,DE05_r000_c006,DE05,Munich,train,0,6,0,1536,256,256,256,256,65536,0,0.0,49049,0.7484283447265625,0.7484283447265625,16487,0.2515716552734375,5099,0.0778045654296875,5985,0.1220208363065506,0.0913238525390625,3966,0.0808579175926114,0.060516357421875,38552,0.7859895206833982,0.5882568359375,0,0.0,0.0,546,0.0111317254174397,0.008331298828125,4144,0.0844869416297987,28638,0.5838651144773593,16267,0.3316479438928418,4144,0,4751,0,23535,352,16267,692455.145199985,5346980.636082032,695015.145199985,5349540.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r000_c006_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r000_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r000_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r000_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r000_c006_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r000_c006_conflict.tif,PASS
253,253,DE05_r000_c007,DE05,Munich,train,0,7,0,1792,256,256,256,256,65536,0,0.0,45762,0.698272705078125,0.698272705078125,19774,0.301727294921875,7738,0.118072509765625,5065,0.1106813513395393,0.0772857666015625,4363,0.0953411127136051,0.0665740966796875,35707,0.7802762117040339,0.5448455810546875,132,0.0028844893142782,0.00201416015625,495,0.0108168349285433,0.0075531005859375,2427,0.0530352694375245,33130,0.7239631135002841,10205,0.2230016170621913,2427,0,4633,0,28277,220,10205,695015.145199985,5346980.636082032,697575.145199985,5349540.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r000_c007_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r000_c007_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r000_c007_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r000_c007_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r000_c007_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r000_c007_conflict.tif,PASS
254,254,DE05_r001_c001,DE05,Munich,train,1,1,256,256,256,256,256,256,65536,0,0.0,44053,0.6721954345703125,0.6721954345703125,21483,0.3278045654296875,6605,0.1007843017578125,4459,0.1012189862211427,0.0680389404296875,4511,0.102399382561914,0.0688323974609375,34285,0.7782670873720291,0.5231475830078125,0,0.0,0.0,798,0.018114543844914,0.012176513671875,2272,0.0515742401198556,31468,0.7143213856037046,10313,0.2341043742764397,2272,0,4254,0,27039,175,10313,679655.145199985,5344420.636082032,682215.145199985,5346980.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r001_c001_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r001_c001_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r001_c001_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r001_c001_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r001_c001_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r001_c001_conflict.tif,PASS
255,255,DE05_r001_c002,DE05,Munich,train,1,2,256,512,256,256,256,256,65536,0,0.0,42107,0.6425018310546875,0.6425018310546875,23429,0.3574981689453125,8333,0.1271514892578125,4977,0.1181988742964352,0.0759429931640625,4674,0.1110029211295034,0.071319580078125,29871,0.7094069869617878,0.4557952880859375,0,0.0,0.0,2585,0.0613912176122734,0.0394439697265625,2895,0.0687534139216757,34057,0.8088203861590709,5155,0.1224261999192533,2895,0,4841,0,28902,314,5155,682215.145199985,5344420.636082032,684775.145199985,5346980.636082032,EPSG:32632,data\processed\sar\DE05_Munich\DE05_Munich_S1_VV_VH.tif,data\interim\labels_v3\fused\DE05\DE05_v3_semantic.tif,data\interim\labels_v3\fused\DE05\DE05_v3_validity.tif,data\interim\labels_v3\fused\DE05\DE05_v3_provenance.tif,data\interim\labels_v3\fused\DE05\DE05_v3_support_count.tif,data\interim\labels_v3\fused\DE05\DE05_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3\tiles\train\DE05_Munich\images\DE05_r001_c002_image.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\semantic_masks\DE05_r001_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\validity_masks\DE05_r001_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\provenance_masks\DE05_r001_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\support_masks\DE05_r001_c002_support.tif,data\processed\dataset_v3\tiles\train\DE05_Munich\conflict_masks\DE05_r001_c002_conflict.tif,PASS
