tile_id,candidate_id,dataset_version,dataset_source,city_id,city_name,split,row_offset,col_offset,tile_size,grid_offset,source_width_pixels,source_height_pixels,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction,unlabeled_pixel_count,semantic_nodata_pixel_count,buildings_pixel_count,roads_pixel_count,vegetation_pixel_count,bare_land_pixel_count,water_pixel_count,contains_buildings,contains_roads,contains_vegetation,contains_bare_land,contains_water,selection_rank,priority_tier,selection_reason,enrichment_score,simulation_match,simulation_difference,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_image,source_semantic_mask,source_validity_mask,image_path,semantic_mask_path,validity_mask_path,qa_pass,qa_status,qa_failure_count,qa_failures
DE01_off128_r004_c007,DE01_off128_r004_c007,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1152,1920,256,128,256,256,0,0.0,43875,0.6694793701171875,21661,0,9642,6794,23051,2870,1518,True,True,True,True,True,36,1,bare_land_rich+road_rich+building_rich+mixed_minority,21.5828696835075,True,,465524.5904690316,5482708.165275654,468084.5904690316,5485268.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r004_c007_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r004_c007_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r004_c007_validity.tif,True,accepted,0,
DE01_off128_r005_c003,DE01_off128_r005_c003,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1408,896,256,128,256,256,0,0.0,47490,0.724639892578125,18046,0,5982,5269,33440,1087,1712,True,True,True,True,True,351,2,bare_land_moderate+road_rich+building_rich+mixed_minority,14.54418084856886,True,,455284.5904690316,5480148.165275654,457844.5904690316,5482708.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r005_c003_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r005_c003_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r005_c003_validity.tif,True,accepted,0,
DE01_off128_r005_c004,DE01_off128_r005_c004,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1408,1152,256,128,256,256,0,0.0,34247,0.5225677490234375,31289,0,12977,9438,5566,1297,4969,True,True,True,True,True,105,2,bare_land_moderate+road_rich+water_rich+building_rich+mixed_minority,24.85604221394007,True,,457844.5904690316,5480148.165275654,460404.5904690316,5482708.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r005_c004_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r005_c004_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r005_c004_validity.tif,True,accepted,0,
DE01_off128_r005_c005,DE01_off128_r005_c005,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1408,1408,256,128,256,256,0,0.0,42597,0.6499786376953125,22939,0,17250,9179,10032,688,5448,True,True,True,True,True,126,2,bare_land_moderate+road_rich+water_rich+building_rich+mixed_minority,22.55794163978466,True,,460404.5904690316,5480148.165275654,462964.5904690316,5482708.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r005_c005_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r005_c005_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r005_c005_validity.tif,True,accepted,0,
DE01_off128_r005_c006,DE01_off128_r005_c006,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1408,1664,256,128,256,256,0,0.0,40168,0.6129150390625,25368,0,6448,5535,23738,371,4076,True,True,True,True,True,451,3,road_rich+water_rich+building_rich+mixed_minority,18.086426291801,True,,462964.5904690316,5480148.165275654,465524.5904690316,5482708.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r005_c006_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r005_c006_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r005_c006_validity.tif,True,accepted,0,
DE01_off128_r005_c007,DE01_off128_r005_c007,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1408,1920,256,128,256,256,0,0.0,44894,0.685028076171875,20642,0,6996,6223,27803,124,3748,True,True,True,True,True,473,3,road_rich+water_rich+building_rich+mixed_minority,16.899845200954697,True,,465524.5904690316,5480148.165275654,468084.5904690316,5482708.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r005_c007_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r005_c007_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r005_c007_validity.tif,True,accepted,0,
DE01_off128_r005_c008,DE01_off128_r005_c008,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1408,2176,256,128,256,256,0,0.0,54689,0.8344879150390625,10847,0,4464,2957,41686,2317,3265,True,True,True,True,True,378,2,bare_land_moderate+road_rich+water_rich+mixed_minority,13.080424026505716,True,,468084.5904690316,5480148.165275654,470644.5904690316,5482708.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r005_c008_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r005_c008_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r005_c008_validity.tif,True,accepted,0,
DE01_off128_r006_c003,DE01_off128_r006_c003,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1664,896,256,128,256,256,0,0.0,42864,0.654052734375,22672,0,6841,4720,29212,545,1546,True,True,True,True,True,359,2,bare_land_moderate+road_rich+building_rich+mixed_minority,14.114835675771044,True,,455284.5904690316,5477588.165275654,457844.5904690316,5480148.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r006_c003_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r006_c003_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r006_c003_validity.tif,True,accepted,0,
DE01_off128_r006_c004,DE01_off128_r006_c004,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1664,1152,256,128,256,256,0,0.0,36456,0.5562744140625,29080,0,9009,6276,14238,277,6656,True,True,True,True,True,441,3,road_rich+water_rich+building_rich+mixed_minority,21.870927694729605,True,,457844.5904690316,5477588.165275654,460404.5904690316,5480148.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r006_c004_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r006_c004_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r006_c004_validity.tif,True,accepted,0,
DE01_off128_r006_c005,DE01_off128_r006_c005,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1664,1408,256,128,256,256,0,0.0,41123,0.6274871826171875,24413,0,9884,5916,20219,443,4661,True,True,True,True,True,167,2,bare_land_moderate+road_rich+water_rich+building_rich+mixed_minority,20.259955630930783,True,,460404.5904690316,5477588.165275654,462964.5904690316,5480148.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r006_c005_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r006_c005_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r006_c005_validity.tif,True,accepted,0,
DE01_off128_r006_c006,DE01_off128_r006_c006,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1664,1664,256,128,256,256,0,0.0,37325,0.5695343017578125,28211,0,9838,8673,18139,634,41,True,True,True,True,True,306,2,bare_land_moderate+road_rich+building_rich+mixed_minority,16.925997798073954,True,,462964.5904690316,5477588.165275654,465524.5904690316,5480148.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r006_c006_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r006_c006_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r006_c006_validity.tif,True,accepted,0,
DE01_off128_r006_c007,DE01_off128_r006_c007,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1664,1920,256,128,256,256,0,0.0,50693,0.7735137939453125,14843,0,3411,4255,42112,915,0,True,True,True,True,False,423,2,bare_land_moderate+road_rich+mixed_minority,7.1841065695367945,True,,465524.5904690316,5477588.165275654,468084.5904690316,5480148.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r006_c007_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r006_c007_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r006_c007_validity.tif,True,accepted,0,
DE01_off128_r006_c008,DE01_off128_r006_c008,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1664,2176,256,128,256,256,0,0.0,50788,0.77496337890625,14748,0,5354,4267,38902,684,1581,True,True,True,True,True,404,2,bare_land_moderate+road_rich+building_rich+mixed_minority,11.719792866186712,True,,468084.5904690316,5477588.165275654,470644.5904690316,5480148.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r006_c008_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r006_c008_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r006_c008_validity.tif,True,accepted,0,
DE01_off128_r007_c006,DE01_off128_r007_c006,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1920,1664,256,128,256,256,0,0.0,37612,0.57391357421875,27924,0,9828,5789,11582,686,9727,True,True,True,True,True,123,2,bare_land_moderate+road_rich+water_rich+building_rich+mixed_minority,22.952516147865456,True,,462964.5904690316,5475028.165275654,465524.5904690316,5477588.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r007_c006_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r007_c006_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r007_c006_validity.tif,True,accepted,0,
DE01_off128_r007_c007,DE01_off128_r007_c007,v2.2,v22_offset_enrichment,DE01,Mannheim,train,1920,1920,256,128,256,256,0,0.0,50206,0.766082763671875,15330,0,2978,3188,42973,585,482,True,True,True,True,True,430,2,bare_land_moderate+road_rich+mixed_minority,6.14732832456354,True,,465524.5904690316,5475028.165275654,468084.5904690316,5477588.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r007_c007_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r007_c007_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r007_c007_validity.tif,True,accepted,0,
DE01_off128_r008_c010,DE01_off128_r008_c010,v2.2,v22_offset_enrichment,DE01,Mannheim,train,2176,2688,256,128,256,256,0,0.0,38413,0.5861358642578125,27123,0,9611,6704,17446,1376,3276,True,True,True,True,True,141,2,bare_land_moderate+road_rich+water_rich+building_rich+mixed_minority,21.616203810005345,True,,473204.5904690316,5472468.165275654,475764.5904690316,5475028.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r008_c010_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r008_c010_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r008_c010_validity.tif,True,accepted,0,
DE01_off128_r009_c002,DE01_off128_r009_c002,v2.2,v22_offset_enrichment,DE01,Mannheim,train,2432,640,256,128,256,256,0,0.0,45357,0.6920928955078125,20179,0,6868,3943,32075,2181,290,True,True,True,True,True,353,2,bare_land_moderate+road_rich+building_rich+mixed_minority,14.28192467450554,True,,452724.5904690316,5469908.165275654,455284.5904690316,5472468.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r009_c002_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r009_c002_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r009_c002_validity.tif,True,accepted,0,
DE01_off128_r009_c008,DE01_off128_r009_c008,v2.2,v22_offset_enrichment,DE01,Mannheim,train,2432,2176,256,128,256,256,0,0.0,39925,0.6092071533203125,25611,0,10114,6875,21995,289,652,True,True,True,True,True,478,3,road_rich+building_rich+mixed_minority,16.641392500846926,True,,468084.5904690316,5469908.165275654,470644.5904690316,5472468.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\processed\masks\DE01_Mannheim\DE01_label_mask.tif,data\processed\masks\DE01_Mannheim\DE01_validity_mask.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\images\DE01_off128_r009_c008_image.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\semantic_masks\DE01_off128_r009_c008_semantic.tif,data\processed\tiles_v22_enrichment\train\DE01_Mannheim\validity_masks\DE01_off128_r009_c008_validity.tif,True,accepted,0,
