variant,tile_id,city_id,city_name,split,selected_in_v3,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels
v3_control,DE01_r001_c000,DE01,Mannheim,train,0,65536,0,0.0,63613,0.9706573486328125,1923,0.0293426513671875,2,3.144011444201657e-05,3.0517578125e-05,366,0.005753540942889032,0.005584716796875,63245,0.994215018942669,0.9650421142578125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r001_c001,DE01,Mannheim,train,0,65536,0,0.0,60254,0.919403076171875,5282,0.080596923828125,887,0.014721014372489793,0.0135345458984375,754,0.012513692037043184,0.011505126953125,58613,0.972765293590467,0.8943634033203125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r001_c002,DE01,Mannheim,train,0,65536,0,0.0,52866,0.806671142578125,12670,0.193328857421875,3947,0.07466046230091174,0.0602264404296875,2602,0.04921877955585821,0.039703369140625,46251,0.8748723186925434,0.7057342529296875,0,0.0,0.0,66,0.0012484394506866417,0.001007080078125
v3_control,DE01_r001_c003,DE01,Mannheim,train,1,65536,0,0.0,60022,0.915863037109375,5514,0.084136962890625,778,0.012961913964879545,0.011871337890625,640,0.010662756989103996,0.009765625,44050,0.7338975708906734,0.672149658203125,0,0.0,0.0,14554,0.24247775815534303,0.222076416015625
v3_control,DE01_r001_c004,DE01,Mannheim,train,1,65536,0,0.0,61746,0.942169189453125,3790,0.057830810546875,103,0.001668124250963625,0.0015716552734375,872,0.014122372299420205,0.0133056640625,50503,0.8179153305477278,0.7706146240234375,0,0.0,0.0,10268,0.1662941729018884,0.15667724609375
v3_control,DE01_r001_c005,DE01,Mannheim,train,0,65536,0,0.0,54589,0.8329620361328125,10947,0.1670379638671875,2497,0.04574181611680009,0.0381011962890625,2057,0.037681584201945444,0.0313873291015625,48579,0.8899045595266446,0.7412567138671875,0,0.0,0.0,1456,0.026672040154609902,0.022216796875
v3_control,DE01_r001_c006,DE01,Mannheim,train,1,65536,0,0.0,44107,0.6730194091796875,21429,0.3269805908203125,5217,0.11828054503820255,0.0796051025390625,3538,0.0802140249846963,0.053985595703125,35245,0.7990795111887002,0.5377960205078125,0,0.0,0.0,107,0.002425918788400934,0.0016326904296875
v3_control,DE01_r001_c007,DE01,Mannheim,train,0,65536,0,0.0,63534,0.969451904296875,2002,0.030548095703125,35,0.000550886139704725,0.0005340576171875,253,0.0039821198098655836,0.0038604736328125,62982,0.9913117385966569,0.961029052734375,264,0.004155255453772783,0.0040283203125,0,0.0,0.0
v3_control,DE01_r001_c008,DE01,Mannheim,train,0,65536,0,0.0,63694,0.971893310546875,1842,0.028106689453125,126,0.0019782083084748958,0.001922607421875,913,0.014334160203472855,0.0139312744140625,62655,0.9836876314880523,0.9560394287109375,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r001_c009,DE01,Mannheim,train,0,65536,0,0.0,60095,0.9169769287109375,5441,0.0830230712890625,1267,0.021083284799068142,0.0193328857421875,1152,0.019169648057242698,0.017578125,57595,0.9583992012646643,0.8788299560546875,0,0.0,0.0,81,0.0013478658790248774,0.0012359619140625
v3_control,DE01_r001_c010,DE01,Mannheim,train,0,65536,0,0.0,51735,0.7894134521484375,13801,0.2105865478515625,3147,0.06082922586256886,0.0480194091796875,3039,0.05874166425050739,0.0463714599609375,44174,0.8538513578815116,0.674041748046875,0,0.0,0.0,1375,0.026577752005412198,0.0209808349609375
v3_control,DE01_r001_c011,DE01,Mannheim,train,0,47104,18432,0.28125,35656,0.7569633152173914,11448,0.2430366847826087,3742,0.10494727395108817,0.07944123641304347,2592,0.07269463764864259,0.05502717391304348,29322,0.8223580884002692,0.6224949048913043,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c000,DE01,Mannheim,train,0,65536,0,0.0,58741,0.8963165283203125,6795,0.1036834716796875,1546,0.02631892545240973,0.023590087890625,1487,0.02531451626632165,0.0226898193359375,55708,0.9483665582812686,0.85003662109375,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c001,DE01,Mannheim,train,0,65536,0,0.0,53421,0.8151397705078125,12115,0.1848602294921875,2608,0.048819752531775895,0.039794921875,2938,0.05499709851930889,0.044830322265625,47875,0.8961831489489153,0.7305145263671875,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c002,DE01,Mannheim,train,0,65536,0,0.0,56413,0.8607940673828125,9123,0.1392059326171875,1663,0.02947902079307961,0.0253753662109375,1667,0.0295499264353961,0.0254364013671875,51931,0.9205502277843759,0.7924041748046875,0,0.0,0.0,1152,0.020420824987148353,0.017578125
v3_control,DE01_r002_c003,DE01,Mannheim,train,1,65536,0,0.0,57970,0.884552001953125,7566,0.115447998046875,1216,0.020976367086424013,0.0185546875,1679,0.028963256856995,0.0256195068359375,48664,0.8394686907020873,0.7425537109375,0,0.0,0.0,6411,0.11059168535449371,0.0978240966796875
v3_control,DE01_r002_c004,DE01,Mannheim,train,1,65536,0,0.0,57067,0.8707733154296875,8469,0.1292266845703125,996,0.017453169081956297,0.01519775390625,869,0.015227714791385565,0.0132598876953125,46841,0.8208071214537298,0.7147369384765625,0,0.0,0.0,8361,0.1465119946729283,0.1275787353515625
v3_control,DE01_r002_c005,DE01,Mannheim,train,0,65536,0,0.0,43005,0.6562042236328125,22531,0.3437957763671875,1886,0.043855365655156374,0.028778076171875,2301,0.053505406348099055,0.0351104736328125,38818,0.9026392279967446,0.592315673828125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c006,DE01,Mannheim,train,0,65536,0,0.0,53297,0.8132476806640625,12239,0.1867523193359375,1119,0.020995553220631555,0.0170745849609375,1476,0.02769386644651669,0.02252197265625,50702,0.9513105803328518,0.773651123046875,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c007,DE01,Mannheim,train,0,65536,0,0.0,64417,0.9829254150390625,1119,0.0170745849609375,1,1.552385239921139e-05,1.52587890625e-05,451,0.007001257432044336,0.0068817138671875,63965,0.9929832187155565,0.9760284423828125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c008,DE01,Mannheim,train,0,65536,0,0.0,63787,0.9733123779296875,1749,0.0266876220703125,207,0.0032451753492090864,0.0031585693359375,972,0.015238214683242667,0.01483154296875,62608,0.9815166099675482,0.955322265625,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c009,DE01,Mannheim,train,0,65536,0,0.0,61646,0.940643310546875,3890,0.059356689453125,573,0.009295006975310645,0.0087432861328125,692,0.011225383642085456,0.01055908203125,60242,0.9772247996625896,0.919219970703125,0,0.0,0.0,139,0.002254809720014275,0.0021209716796875
v3_control,DE01_r002_c010,DE01,Mannheim,train,0,65536,0,0.0,59581,0.9091339111328125,5955,0.0908660888671875,465,0.007804501435021232,0.0070953369140625,1253,0.021030194189422802,0.0191192626953125,57863,0.9711653043755559,0.8829193115234375,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r002_c011,DE01,Mannheim,train,0,47104,18432,0.28125,31296,0.6644021739130435,15808,0.33559782608695654,5010,0.16008435582822086,0.10636039402173914,3285,0.10496549079754601,0.06973930027173914,23001,0.7349501533742331,0.48830247961956524,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r003_c000,DE01,Mannheim,train,1,65536,0,0.0,54821,0.8365020751953125,10715,0.1634979248046875,1299,0.023695299246639063,0.0198211669921875,1215,0.02216303971105963,0.0185394287109375,49333,0.8998923770088105,0.7527618408203125,2974,0.054249284033490816,0.045379638671875,0,0.0,0.0
v3_control,DE01_r003_c001,DE01,Mannheim,train,0,65536,0,0.0,56806,0.866790771484375,8730,0.133209228515625,2110,0.03714396366580995,0.032196044921875,1917,0.033746435235714536,0.0292510986328125,52779,0.9291096010984755,0.8053436279296875,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r003_c002,DE01,Mannheim,train,1,65536,0,0.0,33598,0.512664794921875,31938,0.487335205078125,12127,0.3609441038157033,0.1850433349609375,6843,0.20367283766890887,0.1044158935546875,14628,0.43538305851538783,0.22320556640625,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r003_c003,DE01,Mannheim,train,1,65536,0,0.0,36508,0.55706787109375,29028,0.44293212890625,5541,0.15177495343486358,0.0845489501953125,5824,0.15952667908403637,0.0888671875,24782,0.6788101238084804,0.378143310546875,0,0.0,0.0,361,0.0098882436726197,0.0055084228515625
v3_control,DE01_r003_c004,DE01,Mannheim,train,1,65536,0,0.0,42771,0.6526336669921875,22765,0.3473663330078125,3326,0.07776297023684273,0.050750732421875,3758,0.08786327184307124,0.057342529296875,25267,0.5907507423254074,0.3855438232421875,0,0.0,0.0,10420,0.24362301559467864,0.15899658203125
v3_control,DE01_r003_c005,DE01,Mannheim,train,1,65536,0,0.0,35292,0.53851318359375,30244,0.46148681640625,8074,0.22877705995693076,0.123199462890625,5499,0.15581434886093165,0.0839080810546875,17311,0.4905077637991613,0.2641448974609375,4,0.00011334013374135781,6.103515625e-05,4404,0.12478748724923495,0.06719970703125
v3_control,DE01_r003_c006,DE01,Mannheim,train,1,65536,0,0.0,41055,0.6264495849609375,24481,0.3735504150390625,6490,0.15808062355376934,0.099029541015625,4156,0.10123005724028741,0.06341552734375,30409,0.7406893192059433,0.4640045166015625,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r003_c007,DE01,Mannheim,train,0,65536,0,0.0,63792,0.973388671875,1744,0.026611328125,525,0.008229872084273891,0.0080108642578125,344,0.005392525708552797,0.0052490234375,62758,0.9837910709806872,0.957611083984375,0,0.0,0.0,165,0.00258653122648608,0.0025177001953125
v3_control,DE01_r003_c008,DE01,Mannheim,train,1,65536,0,0.0,41859,0.6387176513671875,23677,0.3612823486328125,5509,0.13160849518622042,0.0840606689453125,4707,0.11244893571274994,0.0718231201171875,30924,0.7387658568049882,0.47186279296875,279,0.00666523328316491,0.0042572021484375,440,0.010511479012876562,0.0067138671875
v3_control,DE01_r003_c009,DE01,Mannheim,train,1,65536,0,0.0,39390,0.601043701171875,26146,0.398956298828125,9191,0.23333333333333334,0.1402435302734375,5701,0.14473216552424473,0.0869903564453125,24498,0.6219345011424219,0.373809814453125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r003_c010,DE01,Mannheim,train,1,65536,0,0.0,45303,0.6912689208984375,20233,0.3087310791015625,3664,0.08087764607200407,0.055908203125,3940,0.08696995783943669,0.06011962890625,35130,0.7754453347460433,0.536041259765625,0,0.0,0.0,2569,0.05670706134251595,0.0391998291015625
v3_control,DE01_r003_c011,DE01,Mannheim,train,0,47104,18432,0.28125,25038,0.5315472146739131,22066,0.468452785326087,7954,0.31767713076124293,0.16886039402173914,5374,0.21463375668983145,0.11408797554347826,11710,0.46768911254892565,0.24859884510869565,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r004_c000,DE01,Mannheim,train,0,65536,0,0.0,46152,0.7042236328125,19384,0.2957763671875,3421,0.07412463165193274,0.0522003173828125,1786,0.038698214595250476,0.027252197265625,40945,0.8871771537528168,0.6247711181640625,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r004_c001,DE01,Mannheim,train,0,65536,0,0.0,59320,0.9051513671875,6216,0.0948486328125,824,0.013890761968981794,0.0125732421875,1712,0.028860418071476737,0.026123046875,54832,0.9243425488873904,0.836669921875,0,0.0,0.0,1952,0.03290627107215104,0.02978515625
v3_control,DE01_r004_c002,DE01,Mannheim,train,1,65536,0,0.0,42300,0.64544677734375,23236,0.35455322265625,6312,0.14921985815602837,0.0963134765625,4283,0.10125295508274232,0.0653533935546875,31705,0.7495271867612293,0.4837799072265625,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r004_c003,DE01,Mannheim,train,1,65536,0,0.0,48178,0.735137939453125,17358,0.264862060546875,4640,0.0963095188675329,0.07080078125,3472,0.07206608825605047,0.052978515625,39767,0.8254182406907717,0.6067962646484375,0,0.0,0.0,299,0.0062061521856449,0.0045623779296875
v3_control,DE01_r004_c004,DE01,Mannheim,train,1,65536,0,0.0,32706,0.499053955078125,32830,0.500946044921875,13043,0.39879532807435947,0.1990203857421875,7240,0.22136611019384822,0.1104736328125,6899,0.2109398887054363,0.1052703857421875,0,0.0,0.0,5524,0.16889867302635603,0.08428955078125
v3_control,DE01_r004_c005,DE01,Mannheim,train,1,65536,0,0.0,38736,0.591064453125,26800,0.408935546875,6628,0.17110698058653448,0.10113525390625,3801,0.09812577447335812,0.0579986572265625,14818,0.38253820735233374,0.226104736328125,3180,0.08209417596034696,0.04852294921875,10309,0.26613486162742667,0.1573028564453125
v3_control,DE01_r004_c006,DE01,Mannheim,train,1,65536,0,0.0,26529,0.4048004150390625,39007,0.5951995849609375,15510,0.5846432206264842,0.236663818359375,8120,0.306080138716122,0.1239013671875,2299,0.08665988163896114,0.0350799560546875,0,0.0,0.0,600,0.02261675901843266,0.0091552734375
v3_control,DE01_r004_c007,DE01,Mannheim,train,1,65536,0,0.0,35576,0.5428466796875,29960,0.4571533203125,8253,0.23198223521475153,0.1259307861328125,6138,0.17253204407465708,0.093658447265625,19443,0.5465201259275916,0.2966766357421875,1742,0.04896559478299978,0.026580810546875,0,0.0,0.0
v3_control,DE01_r004_c008,DE01,Mannheim,train,1,65536,0,0.0,44682,0.681793212890625,20854,0.318206787109375,6503,0.14553959088671053,0.0992279052734375,5662,0.1267176939259657,0.086395263671875,32504,0.7274517702878116,0.4959716796875,13,0.00029094489951210777,0.0001983642578125,0,0.0,0.0
v3_control,DE01_r004_c009,DE01,Mannheim,train,1,65536,0,0.0,49581,0.7565460205078125,15955,0.2434539794921875,2163,0.04362558238034731,0.0330047607421875,2225,0.04487606139448579,0.0339508056640625,44873,0.9050442709909038,0.6847076416015625,320,0.0064540852342631246,0.0048828125,0,0.0,0.0
v3_control,DE01_r004_c010,DE01,Mannheim,train,0,65536,0,0.0,53192,0.8116455078125,12344,0.1883544921875,2998,0.05636185892615431,0.045745849609375,2117,0.039799217927507895,0.0323028564453125,46300,0.870431643856219,0.70648193359375,0,0.0,0.0,1777,0.033407279290118816,0.0271148681640625
v3_control,DE01_r004_c011,DE01,Mannheim,train,0,47104,18432,0.28125,29879,0.6343198029891305,17225,0.36568019701086957,4918,0.16459720874192577,0.10440726902173914,3909,0.13082767160882225,0.08298658288043478,21052,0.704575119649252,0.44692595108695654,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r005_c000,DE01,Mannheim,train,0,65536,0,0.0,53766,0.820404052734375,11770,0.179595947265625,3226,0.06000074396458729,0.049224853515625,2060,0.038314176245210725,0.03143310546875,48083,0.8943012312613919,0.7336883544921875,0,0.0,0.0,397,0.007383848528810029,0.0060577392578125
v3_control,DE01_r005_c001,DE01,Mannheim,train,0,65536,0,0.0,57523,0.8777313232421875,8013,0.1222686767578125,1801,0.03130921544425708,0.0274810791015625,1540,0.0267718999356779,0.02349853515625,54182,0.941918884620065,0.826751708984375,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r005_c002,DE01,Mannheim,train,1,65536,0,0.0,52292,0.79791259765625,13244,0.20208740234375,3951,0.07555649047655473,0.0602874755859375,3227,0.06171116040694561,0.0492401123046875,45114,0.8627323491164997,0.688385009765625,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r005_c003,DE01,Mannheim,train,1,65536,0,0.0,36434,0.555938720703125,29102,0.444061279296875,7895,0.21669319866059175,0.1204681396484375,5838,0.16023494538068836,0.089080810546875,18255,0.5010429818301586,0.2785491943359375,0,0.0,0.0,4446,0.12202887412856124,0.067840576171875
v3_control,DE01_r005_c004,DE01,Mannheim,train,1,65536,0,0.0,30319,0.4626312255859375,35217,0.5373687744140625,13811,0.4555229394109304,0.2107391357421875,8678,0.2862231603944721,0.132415771484375,7042,0.23226359708433655,0.107452392578125,552,0.018206405224446717,0.0084228515625,236,0.007783897885814176,0.00360107421875
v3_control,DE01_r005_c005,DE01,Mannheim,train,1,65536,0,0.0,35989,0.5491485595703125,29547,0.4508514404296875,14024,0.3896746228014115,0.2139892578125,7959,0.22115090722165107,0.1214447021484375,1857,0.05159909972491595,0.0283355712890625,0,0.0,0.0,12149,0.33757537025202144,0.1853790283203125
v3_control,DE01_r005_c006,DE01,Mannheim,train,1,65536,0,0.0,27179,0.4147186279296875,38357,0.5852813720703125,13293,0.48909084219434124,0.2028350830078125,7517,0.2765738253798889,0.1147003173828125,3778,0.1390043783803672,0.057647705078125,91,0.0033481732219728466,0.0013885498046875,2500,0.09198278082342985,0.03814697265625
v3_control,DE01_r005_c007,DE01,Mannheim,train,1,65536,0,0.0,28831,0.4399261474609375,36705,0.5600738525390625,7521,0.26086504110159203,0.1147613525390625,5634,0.19541465783358192,0.085968017578125,14513,0.5033817765599529,0.2214508056640625,588,0.020394714023100134,0.00897216796875,575,0.019943810481773093,0.0087738037109375
v3_control,DE01_r005_c008,DE01,Mannheim,train,0,65536,0,0.0,53236,0.81231689453125,12300,0.18768310546875,3205,0.06020362160943722,0.0489044189453125,3386,0.06360357652716207,0.051666259765625,45633,0.857183109174243,0.6963043212890625,0,0.0,0.0,1012,0.01900969268915771,0.01544189453125
v3_control,DE01_r005_c009,DE01,Mannheim,train,1,65536,0,0.0,56492,0.86199951171875,9044,0.13800048828125,2294,0.04060751964879983,0.035003662109375,2029,0.035916589959640303,0.0309600830078125,50683,0.8971712808893295,0.7733612060546875,1486,0.026304609502230403,0.022674560546875,0,0.0,0.0
v3_control,DE01_r005_c010,DE01,Mannheim,train,0,65536,0,0.0,55440,0.845947265625,10096,0.154052734375,2568,0.04632034632034632,0.0391845703125,1808,0.03261183261183261,0.027587890625,51064,0.921067821067821,0.7791748046875,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r005_c011,DE01,Mannheim,train,0,47104,18432,0.28125,26091,0.5539020040760869,21013,0.446097995923913,2669,0.10229581081599019,0.056661854619565216,2082,0.07979763136713809,0.04420006793478261,21340,0.8179065578168717,0.45304008152173914,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r006_c000,DE01,Mannheim,train,1,65536,0,0.0,44701,0.6820831298828125,20835,0.3179168701171875,5133,0.11482964586921993,0.0783233642578125,3773,0.08440527057560233,0.0575714111328125,35795,0.8007650835551777,0.5461883544921875,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r006_c001,DE01,Mannheim,train,0,65536,0,0.0,55016,0.8394775390625,10520,0.1605224609375,2323,0.04222408026755853,0.0354461669921875,2639,0.04796786389413989,0.0402679443359375,50054,0.9098080558383016,0.763763427734375,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r006_c002,DE01,Mannheim,train,0,65536,0,0.0,53871,0.8220062255859375,11665,0.1779937744140625,3512,0.06519277533366746,0.0535888671875,2751,0.05106643648716378,0.0419769287109375,46440,0.862059364036309,0.7086181640625,0,0.0,0.0,1168,0.021681424142859795,0.017822265625
v3_control,DE01_r006_c003,DE01,Mannheim,train,0,65536,0,0.0,58867,0.8982391357421875,6669,0.1017608642578125,758,0.01287648427811847,0.011566162109375,1460,0.024801671564713676,0.02227783203125,55266,0.9388282059557986,0.843292236328125,0,0.0,0.0,1383,0.02349363820136919,0.0211029052734375
v3_control,DE01_r006_c004,DE01,Mannheim,train,1,65536,0,0.0,26935,0.4109954833984375,38601,0.5890045166015625,8347,0.3098941897159829,0.1273651123046875,7430,0.27584926675329496,0.113372802734375,9868,0.3663634676072025,0.15057373046875,142,0.0052719509931316135,0.002166748046875,1148,0.04262112493038797,0.01751708984375
v3_control,DE01_r006_c005,DE01,Mannheim,train,1,65536,0,0.0,36122,0.551177978515625,29414,0.448822021484375,11053,0.30599080892530867,0.1686553955078125,7492,0.20740822767288633,0.11431884765625,7916,0.21914622667626377,0.12078857421875,161,0.0044571175460937935,0.0024566650390625,9500,0.2629976191794474,0.14495849609375
v3_control,DE01_r006_c006,DE01,Mannheim,train,0,65536,0,0.0,25868,0.39471435546875,39668,0.60528564453125,14068,0.5438379464976032,0.21466064453125,8783,0.33953146745013146,0.1340179443359375,2948,0.11396319777331065,0.04498291015625,0,0.0,0.0,69,0.0026673882789546932,0.0010528564453125
v3_control,DE01_r006_c007,DE01,Mannheim,train,1,65536,0,0.0,34719,0.5297698974609375,30817,0.4702301025390625,4374,0.1259828912123045,0.066741943359375,7088,0.20415334543045593,0.108154296875,20148,0.5803162533483107,0.30743408203125,0,0.0,0.0,3109,0.08954751000892883,0.0474395751953125
v3_control,DE01_r006_c008,DE01,Mannheim,train,1,65536,0,0.0,40412,0.61663818359375,25124,0.38336181640625,7431,0.1838810254379887,0.1133880615234375,5212,0.12897159259625854,0.07952880859375,24180,0.5983371275858655,0.36895751953125,0,0.0,0.0,3589,0.08881025437988717,0.0547637939453125
v3_control,DE01_r006_c009,DE01,Mannheim,train,1,65536,0,0.0,40824,0.6229248046875,24712,0.3770751953125,8513,0.20852929649225946,0.1298980712890625,5093,0.12475504605134234,0.0777130126953125,22108,0.5415441896923379,0.33734130859375,0,0.0,0.0,5110,0.12517146776406035,0.077972412109375
v3_control,DE01_r006_c010,DE01,Mannheim,train,0,65536,0,0.0,47669,0.7273712158203125,17867,0.2726287841796875,2374,0.049801757955904254,0.036224365234375,2491,0.05225618326375632,0.0380096435546875,42804,0.8979420587803394,0.65313720703125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r006_c011,DE01,Mannheim,train,0,47104,18432,0.28125,14960,0.31759510869565216,32144,0.6824048913043478,5476,0.3660427807486631,0.11625339673913043,3414,0.22820855614973262,0.07247792119565218,6070,0.4057486631016043,0.12886379076086957,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r007_c000,DE01,Mannheim,train,0,65536,0,0.0,61515,0.9386444091796875,4021,0.0613555908203125,805,0.013086239128667805,0.0122833251953125,499,0.008111842640006502,0.0076141357421875,60211,0.9788019182313257,0.9187469482421875,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r007_c001,DE01,Mannheim,train,0,65536,0,0.0,56109,0.8561553955078125,9427,0.1438446044921875,1736,0.030939777932239034,0.0264892578125,2013,0.03587659733732556,0.0307159423828125,52360,0.9331836247304354,0.7989501953125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r007_c002,DE01,Mannheim,train,1,65536,0,0.0,49238,0.751312255859375,16298,0.248687744140625,7800,0.1584142329095414,0.1190185546875,3584,0.0727893090702303,0.0546875,37841,0.7685324342987124,0.5774078369140625,0,0.0,0.0,13,0.00026402372151590237,0.0001983642578125
v3_control,DE01_r007_c003,DE01,Mannheim,train,1,65536,0,0.0,49043,0.7483367919921875,16493,0.2516632080078125,6849,0.13965295760862917,0.1045074462890625,3154,0.06431091083335033,0.048126220703125,38587,0.7867993393552597,0.5887908935546875,0,0.0,0.0,453,0.009236792202760842,0.0069122314453125
v3_control,DE01_r007_c004,DE01,Mannheim,train,1,65536,0,0.0,30619,0.4672088623046875,34917,0.5327911376953125,9519,0.31088539795551784,0.1452484130859375,6975,0.22779973219242955,0.1064300537109375,14125,0.46131486985205267,0.2155303955078125,0,0.0,0.0,0,0.0,0.0
v3_control,DE01_r007_c005,DE01,Mannheim,train,1,65536,0,0.0,48138,0.734527587890625,17398,0.265472412109375,1107,0.022996385391998005,0.0168914794921875,1495,0.031056545764261083,0.0228118896484375,30894,0.6417798828368441,0.471405029296875,974,0.020233495367485147,0.014862060546875,13668,0.2839336906394117,0.20855712890625
