selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason,image_path,semantic_mask_path,validity_mask_path,provenance_mask_path,support_mask_path,conflict_mask_path,materialization_status,image_sha256,semantic_sha256,validity_sha256,provenance_sha256,support_sha256,conflict_sha256,tile_qa_status,parent_v3_image_path,parent_v3_semantic_mask_path,parent_v3_validity_mask_path,parent_v3_valid_pixel_count,temporal_removed_valid_pixel_count,temporal_retained_fraction_parent_valid
425,425,DE07_r007_c010,DE07,Frankfurt,train,7,10,1792,2560,256,256,256,256,65536,0,0.0,41146,0.627838134765625,0.627838134765625,24390,0.372161865234375,8941,0.1364288330078125,10078,0.2449326787537063,0.153778076171875,5851,0.1422009429835221,0.0892791748046875,25217,0.6128663782627716,0.3847808837890625,0,0.0,0.0,0,0.0,0.0,3581,0.0870315462013318,18415,0.4475526175083847,19150,0.4654158362902834,3581,0,9787,0,8254,374,19150,487869.50839400734,5545529.574938818,490429.50839400734,5548089.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r007_c010_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r007_c010_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r007_c010_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r007_c010_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r007_c010_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r007_c010_conflict.tif,PASS,d1ec4f1a51797ababc3e079751f61ada4ba793641c02dd27c93783e5ee44505a,221ec34200874742c775608bfc0fa75f159ee0d489200142b1e80b984e02273a,ad3147c3e2a350f39a91a9f9994b41254ef8fe4293d4a2e50d6e3ea773cb35bd,340e8fe1873f905013ea6c7ed24e772c9c782fb1e91cfad2922b221e6be052e7,6d1398a77eb1e0fb3ff56702160598d9f727e0a57fef6d585935506d5cb1c6f1,74d2cb0f10df96e925029dcfe47f527b960597a6753314f42c9d5b8b184b6dce,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r007_c010_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r007_c010_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r007_c010_validity.tif,41146,0,1.0
426,426,DE07_r008_c000,DE07,Frankfurt,train,8,0,2048,0,256,256,256,256,65536,0,0.0,44278,0.675628662109375,0.675628662109375,21258,0.324371337890625,4800,0.0732421875,4087,0.0923031753918424,0.0623626708984375,2962,0.0668955237363927,0.045196533203125,30584,0.6907267717602421,0.4666748046875,0,0.0,0.0,6645,0.1500745291115226,0.1013946533203125,2104,0.0475179547405031,28615,0.6462577352183929,13559,0.3062243100411039,2104,0,3591,0,24586,438,13559,462269.50839400734,5542969.574938818,464829.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,False,False,True,True,buildings>=0.075000+water>=0.050000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c000_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c000_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c000_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c000_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c000_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c000_conflict.tif,PASS,c5b3cde682701d96fa6f8955bbb7d14a0a0fbb0e6b62d60e88d72245a07d1304,ed571fdf1afe372c34c2cc10b4a6eedd3a53557d0c8a9a8222cd823e933eea5d,9154ba3b229f38c8e3cea129ededb4ac0306e3daccc3f97f722cc9e1a320d04b,087cfd73cc8d3da0bcfa45e9dd257ca12114c523960769fd8b19859f7acd4413,c8d143e5742a78cef4bf286efd2deb0fd8ac5c8c6ae311f36922c5e733b84ae7,97c5350f8d777281f3693c12159eb870d76097225525558b112cb40b5b2765d3,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c000_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c000_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c000_validity.tif,44278,0,1.0
427,427,DE07_r008_c001,DE07,Frankfurt,train,8,1,2048,256,256,256,256,256,65536,0,0.0,31471,0.4802093505859375,0.4802093505859375,34065,0.5197906494140625,6081,0.0927886962890625,5979,0.1899844301102602,0.0912322998046875,4917,0.1562390772457182,0.0750274658203125,18359,0.5833624606780846,0.2801361083984375,0,0.0,0.0,2216,0.0704140319659368,0.0338134765625,4472,0.1420990753392011,15818,0.5026214610276127,11181,0.3552794636331861,4472,0,4898,0,10692,228,11181,464829.50839400734,5542969.574938818,467389.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.075000+water>=0.050000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c001_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c001_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c001_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c001_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c001_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c001_conflict.tif,PASS,cb6da5a5cef70dfbc3ad96c99fe30d42fd41873bea262cefc83b44c8477580f3,7d4505d20be0e61671f18d4bbfd828c8347a4fa6f1ba5cb337cf61031d60c9e2,167638d747134a6df8ae27ef9837efdcd0464a293ce4257e1f1370da67514342,941423d4e5ba0d1421c088dbabc310f996b035c14c734dcf76565e2c31bdd4d7,9956af6b51461e31781264f1381574701e7cc3e45420c6f1e382779c3fe979df,cf5abff256e72ccff7c01a7860a588f514ee4160e22ce53147d3e92add51d8a5,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c001_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c001_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c001_validity.tif,31471,0,1.0
428,428,DE07_r008_c002,DE07,Frankfurt,train,8,2,2048,512,256,256,256,256,65536,0,0.0,34588,0.52777099609375,0.52777099609375,30948,0.47222900390625,4156,0.06341552734375,6089,0.1760437145830924,0.0929107666015625,4365,0.1261998380941367,0.0666046142578125,24134,0.6977564473227709,0.368255615234375,0,0.0,0.0,0,0.0,0.0,5453,0.1576558343934312,11853,0.3426911067422227,17282,0.499653058864346,5453,0,3235,0,8420,198,17282,467389.50839400734,5542969.574938818,469949.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c002_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c002_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c002_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c002_conflict.tif,PASS,fc53d153bca1cbe6eccf826d25775b57bdb4f6aeee7335078dad6f70735b6061,a6c2731afd61a2d178466e520fde7eea4916d5fca07a6a2ec0925965302d7f4a,a2455abcb8f82799ff4ed0ff17f9988cce1ac00b900dc5cfc08cfacdccc85b05,ae46cf5771ebf6a2c7ad2cc2395908cab97b603983660aecb51cb7571af1e63d,23436ae7c7035771e26e88f5402849dcdcc92fd3af0109998d281897a7f60513,9a927261b07228fe27313bc1156ce54757ec4b76a5965ab0b46582e5d8fa01bb,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c002_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c002_validity.tif,34588,0,1.0
429,429,DE07_r008_c003,DE07,Frankfurt,train,8,3,2048,768,256,256,256,256,65536,0,0.0,36303,0.5539398193359375,0.5539398193359375,29233,0.4460601806640625,4711,0.0718841552734375,3170,0.0873206071123598,0.048370361328125,4755,0.1309809106685397,0.0725555419921875,28378,0.7816984822191003,0.433013916015625,0,0.0,0.0,0,0.0,0.0,3394,0.0934908960691953,11685,0.3218742252706388,21224,0.5846348786601658,3394,0,2060,0,9418,207,21224,469949.50839400734,5542969.574938818,472509.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c003_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c003_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c003_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c003_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c003_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c003_conflict.tif,PASS,21df28d2c151c8e053c0bd1ec7b1353a441b3e0bfa3a3f6c51a9a63e5d076a24,14ad1e3540687d158e6304590caf3963e8f93f5e9d278ba30a02a01b9415dc87,ea1ddfe81747e0c2057e1d727c8f7b29ca3693f4bb8e6f1b365219bb129d8838,7c5b3f356d5b899d64dddfdf48f61f190a980049e6b3cf390006bcf1ca0c216f,0e4822c071c02e76d1b2fb9add41131f3bb6b49c87bf4955f212042fb7b7cdf1,17e15d2c6b58b3a64f7155abcc1a2eba22d3a8e981dea1658afb18bc4d29afd7,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c003_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c003_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c003_validity.tif,36303,0,1.0
430,430,DE07_r008_c005,DE07,Frankfurt,train,8,5,2048,1280,256,256,256,256,65536,0,0.0,48025,0.7328033447265625,0.7328033447265625,17511,0.2671966552734375,1412,0.02154541015625,5550,0.1155648099947943,0.084686279296875,3946,0.0821655387818844,0.060211181640625,38529,0.8022696512233212,0.5879058837890625,0,0.0,0.0,0,0.0,0.0,7055,0.1469026548672566,19339,0.4026861009890682,21631,0.4504112441436751,7055,0,826,0,17991,522,21631,475069.50839400734,5542969.574938818,477629.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c005_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c005_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c005_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c005_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c005_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c005_conflict.tif,PASS,45bbe9dbce00fba35bc11c949baabda2d988f00fe69bb727569470523af968f1,e5ac935db709c9df40a14faa2ceade66e34c47e591cf3d0931c7abcb15522e58,cdc976030e9e0a8d65ca3702271ec1e4bd6c8828b43c4ecf98b7cc728070a33b,d775b30118999022328080cea91d7fa0819c60eab11ebdd2ec11b466da4681c6,ffa34d6dbe34a9eda0910c30464004758360175be89146d78ab0cfd21b1f99aa,65b8422afdefbe4aac279e8a922219f5103737722e4931d4470b85400267acbe,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c005_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c005_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c005_validity.tif,48025,0,1.0
431,431,DE07_r008_c006,DE07,Frankfurt,train,8,6,2048,1536,256,256,256,256,65536,0,0.0,39432,0.6016845703125,0.6016845703125,26104,0.3983154296875,3688,0.0562744140625,9605,0.2435838912558328,0.1465606689453125,6319,0.1602505579224994,0.0964202880859375,23508,0.5961655508216677,0.35870361328125,0,0.0,0.0,0,0.0,0.0,11595,0.2940505173463177,23631,0.5992848447961047,4206,0.1066646378575776,11595,0,1690,0,21909,32,4206,477629.50839400734,5542969.574938818,480189.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c006_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c006_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c006_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c006_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c006_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c006_conflict.tif,PASS,914d3eb209b4982db7b1bd14a3f1882b948958e77cb7a2dbcca8ed8021eeb3aa,38b0e98785b8a464863f8602ee05da8751ab216ea9f092e75f3ddeaf6d3cedbe,faf7b5debcc9b5ede7ebcf7f2231f92e70d3a87185d76dc28572a70f0e1601cc,b1abe1204ebb51de7976a029068a135df5c64365675d7d5baca61459b10f6a00,3b04b1de4cba64a0138ca60897e7c1dd6dad15eb5d46a1d377d15e0971ccfa2f,4ae2bf3fcb1a501d7fe00755010a21507ff0910e7b90c0b7f519459fd78b2179,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c006_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c006_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c006_validity.tif,39432,0,1.0
432,432,DE07_r008_c009,DE07,Frankfurt,train,8,9,2048,2304,256,256,256,256,65536,0,0.0,47941,0.7315216064453125,0.7315216064453125,17595,0.2684783935546875,4853,0.0740509033203125,6319,0.1318078471454496,0.0964202880859375,3423,0.0714002628230533,0.0522308349609375,35873,0.7482739200266995,0.5473785400390625,523,0.0109092426107089,0.0079803466796875,1803,0.0376087273940885,0.0275115966796875,4887,0.1019377985440437,33425,0.6972111553784861,9629,0.2008510460774702,4887,0,3506,0,29788,131,9629,485309.50839400734,5542969.574938818,487869.50839400734,5545529.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,False,True,False,True,buildings>=0.075000+bare_land>=0.005000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r008_c009_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c009_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c009_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r008_c009_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r008_c009_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r008_c009_conflict.tif,PASS,8c50ff6dc57e95c107563fa35804b37265db74bb53260ae7c4d8d9f2b412bf98,327d57b4ebf0bf1fe30f39c8ad7d1e9d95af75ed30e3e27ae5533edba4cd321b,b5ea92fbdd6a47040dbc334b6d14b0447fecd0189701c07759fd13457a26a78f,7a1a680fabd97f981f1526020264555e42bfc30c049c0ed157d34d42d5377866,799bec98deed8a05109b0d461771e53317249822b06f8721a5276fbcb136cd1a,43ac227036436c1ebd97729699e44a1ac9ceb15adddeaed5a490c9f477b93976,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r008_c009_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r008_c009_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r008_c009_validity.tif,47941,0,1.0
433,433,DE07_r009_c000,DE07,Frankfurt,train,9,0,2304,0,256,256,256,256,65536,0,0.0,28079,0.4284515380859375,0.4284515380859375,37457,0.5715484619140625,6550,0.099945068359375,2500,0.0890345097759891,0.03814697265625,2969,0.1057373838099647,0.0453033447265625,19050,0.6784429644930375,0.290679931640625,2136,0.0760710851526051,0.0325927734375,1424,0.0507140567684034,0.021728515625,3542,0.1261440934506214,14113,0.502617614587414,10424,0.3712382919619644,3542,0,986,0,13010,117,10424,462269.50839400734,5540409.574938818,464829.50839400734,5542969.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.075000+bare_land>=0.005000+water>=0.050000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r009_c000_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r009_c000_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r009_c000_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r009_c000_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r009_c000_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r009_c000_conflict.tif,PASS,8213215b9cdd664fa91c706e8e6156c1040518227950135c7706d52611b0c12a,f08f9433d5d6bc9f05dbaaa9355f1f559a8ef7db78884501c8bd1c356cec7516,8cceb453c8cf47e6ae8a3945f939b6a99c2719a2c29096b35065a6117a27b69b,8a7437648d39fc8c980fc3549682d45817ec7e3f7e77220f74e2c41b0fb42e9a,c16774042f2885546e6672ecbce62fa50a7f74d875851d397214acd912284488,20636389737a2a0583f9fe4e8f34c47dabad1d21d28995b81ec537e0e013824a,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r009_c000_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r009_c000_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r009_c000_validity.tif,28079,0,1.0
434,434,DE07_r009_c002,DE07,Frankfurt,train,9,2,2304,512,256,256,256,256,65536,0,0.0,27902,0.425750732421875,0.425750732421875,37634,0.574249267578125,2380,0.03631591796875,4040,0.1447924879936922,0.0616455078125,2417,0.0866246147229589,0.0368804931640625,21445,0.7685828972833488,0.3272247314453125,0,0.0,0.0,0,0.0,0.0,4076,0.1460827180847251,5903,0.2115618952046448,17923,0.6423553867106301,4076,0,2081,0,3630,192,17923,467389.50839400734,5540409.574938818,469949.50839400734,5542969.574938818,EPSG:32632,data\processed\sar\DE07_Frankfurt\DE07_Frankfurt_S1_VV_VH.tif,data\interim\labels_v3\fused\DE07\DE07_v3_semantic.tif,data\interim\labels_v3\fused\DE07\DE07_v3_validity.tif,data\interim\labels_v3\fused\DE07\DE07_v3_provenance.tif,data\interim\labels_v3\fused\DE07\DE07_v3_support_count.tif,data\interim\labels_v3\fused\DE07\DE07_v3_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.075000,,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\images\DE07_r009_c002_image.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r009_c002_semantic.tif,data\processed\dataset_v3_mt\tiles\train\DE07_Frankfurt\validity_masks\DE07_r009_c002_validity.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\provenance_masks\DE07_r009_c002_provenance.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\support_masks\DE07_r009_c002_support.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\conflict_masks\DE07_r009_c002_conflict.tif,PASS,dd6200656fab57561ff4d241af9dd0359c78c3f901c81c6ea10bf4396d1fa72d,43393b62007d616a78c1f91fe3026b2ea9975f559c02233fefc1ef2c5be93517,70e73499c989ad846d18a06bee6eaaec9599c1c1f4a3df8f02c3ff0049dc14aa,f59a058cafe8de10ee0b2f3bbe105f6da2dd7103b856960020a17e64420c480c,1a3d3845432c153bb13b85e8e93ad78926fceb4f51f883feca518e9b6a88b122,69abc9b9bba37b5b52be98293118b7755b000c9f95043a11bb36498fdaa879c7,PASS,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\images\DE07_r009_c002_image.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\semantic_masks\DE07_r009_c002_semantic.tif,data\processed\dataset_v3\tiles\train\DE07_Frankfurt\validity_masks\DE07_r009_c002_validity.tif,27902,0,1.0
