tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction,unlabeled_pixel_count,semantic_nodata_pixel_count,buildings_pixel_count,roads_pixel_count,vegetation_pixel_count,bare_land_pixel_count,water_pixel_count,contains_buildings,contains_roads,contains_vegetation,contains_bare_land,contains_water,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,image_path,semantic_mask_path,validity_mask_path,image_sha256,semantic_sha256,validity_sha256,tile_qa_status,city_tile_manifest,city_tile_qa_report,total_tile_pixels,invalid_pixel_count,invalid_fraction,buildings_fraction_valid,roads_fraction_valid,vegetation_fraction_valid,bare_land_fraction_valid,water_fraction_valid,five_class_pixel_count,class_accounting_difference,vegetation_dominant_90,vegetation_dominant_95,urban_rich,road_rich,building_rich,bare_land_rich,water_rich,classes_ge_5pct,mixed_informative,passes_validity,v2_building_rich,v2_road_rich,v2_bare_land_rich,v2_water_rich,minority_rich,v2_classes_ge_5pct,v2_mixed_informative,protected_tile,extreme_vegetation,vegetation_control_keep,selected_v2,v2_selection_reason,selected_v21,v21_selection_reason,dataset_version,dataset_source,v22_component,qa_pass,qa_status,qa_failure_count,qa_failures,v22_qa_status,candidate_id,grid_offset,selection_rank,priority_tier,selection_reason,enrichment_score,simulation_match,simulation_difference,source_image,source_semantic_mask,source_validity_mask
DE01_r001_c002,DE01,Mannheim,train,1.0,2.0,256,512,256,256.0,256,256,0,0.0,53614,0.818084716796875,11922,0,3947,2602,46971,19,75,True,True,True,True,True,451444.5904690316,5491668.165275654,454004.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c002_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c002_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c002_validity.tif,642a667671f31453c06113c1043d2e192358b62eedf2dfa812bae98d7cdfa4f2,372d04d0d1712be2a60052d513072fe137a92fe132f0862f66fe8537084122fd,cc7117ab8878ad08af911effb23a539fe1613f343f6300d24f41447d37929d0d,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,11922.0,0.181915283203125,0.0736188309023762,0.0485320998246726,0.8760957958742119,0.0003543850486813,0.0013988883500578,53614.0,0.0,False,False,False,False,False,False,False,2.0,False,True,False,False,False,False,False,2.0,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r001_c003,DE01,Mannheim,train,1.0,3.0,256,768,256,256.0,256,256,0,0.0,62254,0.949920654296875,3282,0,778,640,45420,82,15334,True,True,True,True,True,454004.5904690316,5491668.165275654,456564.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c003_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c003_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c003_validity.tif,c6deac5f9eae783740ade86e5cf5f93b22ff71e377795a309fd0cac8555d3108,3df6852a94d37c56637af621ae9c09bdc160cb2d3ba229cecd398fb9eb18c3fb,f606c9a8f76fcde674e9d9b584906017eb9d16b07cbe51abc6c9d5c02fe82d1f,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,3282.0,0.050079345703125,0.0124971889356507,0.0102804639059337,0.7295916728242362,0.0013171844379477,0.2463134898962315,62254.0,0.0,False,False,False,False,False,False,True,2.0,False,True,False,False,False,True,True,2.0,False,True,False,False,True,water_rich,True,water_rich,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r001_c004,DE01,Mannheim,train,1.0,4.0,256,1024,256,256.0,256,256,0,0.0,63729,0.9724273681640624,1807,0,103,872,51142,1015,10597,True,True,True,True,True,456564.5904690316,5491668.165275654,459124.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c004_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c004_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c004_validity.tif,6f1ba5dc4db97132ce759de828f747d5829fe6ddf73649c039a861d2af544d68,bf01534bf4db038f0254695f8e2e56d41389bb68fe8cd8cfcf936e6d1bc77ce6,f4bb6abe2b4a530e6c523259713b9451e94b5756c0c59fa68e4a968f3501f517,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,1807.0,0.0275726318359375,0.001616218675956,0.0136829386935304,0.8024918012207943,0.0159268151077217,0.1662822263019975,63729.0,0.0,False,False,False,False,False,False,True,2.0,False,True,False,False,False,True,True,2.0,False,True,False,False,True,water_rich,True,water_rich,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r001_c005,DE01,Mannheim,train,1.0,5.0,256,1280,256,256.0,256,256,0,0.0,56510,0.862274169921875,9026,0,2497,2057,49967,54,1935,True,True,True,True,True,459124.5904690316,5491668.165275654,461684.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c005_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c005_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c005_validity.tif,c7273959f677c8d64abe0e63a3a90bb05f607ff58060cda63829ed2668a9fc93,0fa95d1708bb6dffcea0a0dc4067bde18904f70f425b55eb3b704d970941e9b4,7ad3c92f648e0b7adf0850fc9f1dedc02c32311a2671aa29fc938df9ab058445,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,9026.0,0.137725830078125,0.0441868695806052,0.0364006370553884,0.8842151831534242,0.0009555830826402,0.0342417271279419,56510.0,0.0,False,False,False,False,False,False,False,1.0,False,True,False,False,False,False,False,1.0,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r001_c006,DE01,Mannheim,train,1.0,6.0,256,1536,256,256.0,256,256,0,0.0,47628,0.72674560546875,17908,0,5217,3538,38589,31,253,True,True,True,True,True,461684.5904690316,5491668.165275654,464244.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c006_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c006_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c006_validity.tif,de4902b1024d6b7d39fd2913a034492a75e9ccf5329c4c7303ba4882528af058,447f696f659235d78337708401b9169d08cecc5121fbcc7ec3106f3278c8fcc8,892fb510e6ff122df0fcf816e149dada929bafe0213e930b963449bbea993328,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,17908.0,0.27325439453125,0.1095364071554547,0.0742840346014949,0.8102166792642983,0.0006508776350046,0.0053120013437473,47628.0,0.0,False,False,True,False,True,False,False,3.0,True,True,True,False,False,False,True,3.0,True,True,False,False,True,building_rich+mixed_informative,True,building_rich+mixed_informative,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r001_c010,DE01,Mannheim,train,1.0,10.0,256,2560,256,256.0,256,256,0,0.0,54886,0.837493896484375,10650,0,3147,3039,46969,312,1419,True,True,True,True,True,471924.5904690316,5491668.165275654,474484.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c010_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c010_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c010_validity.tif,c89604731e4324e01501a823bca240d9ea23b2e902b6ba1f63a603cb5406a1cc,5cf3beb5b08188fdf544d91edd14f787f1666ef531b70915c32eda6e59ce92d1,e945c6e1e281a0c6a8a02673a377d162a7f304cfa12cc7f4122dea3a1833504a,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,10650.0,0.162506103515625,0.0573370258353678,0.0553693109353933,0.8557555660824254,0.0056845097110374,0.0258535874357759,54886.0,0.0,False,False,False,False,False,False,False,3.0,True,True,False,False,False,False,False,3.0,True,True,False,False,True,mixed_informative,True,mixed_informative,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r001_c011,DE01,Mannheim,train,1.0,11.0,256,2816,256,256.0,184,256,18432,0.28125,35965,0.5487823486328125,11139,18432,3742,2592,29583,46,2,True,True,True,True,True,474484.5904690316,5491668.165275654,477044.5904690316,5494228.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r001_c011_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r001_c011_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r001_c011_validity.tif,11fbfa29f982004979a2f522798949aaaacebdd184b3fe9ecd730abd5ff59a4b,ea624914b521068b36cc65cf226c7713bc58f962cd3fe36accf6317799d33797,68042a58703280c3fec990bd0c43521e48bab2317cec75b6663e6c8d1222ed10,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,29571.0,0.4512176513671875,0.1040455998887807,0.072070068121785,0.82254970109829,0.0012790212706798,5.560962046434033e-05,35965.0,0.0,False,False,True,False,True,False,False,3.0,True,True,True,False,False,False,True,3.0,True,True,False,False,True,building_rich+mixed_informative,True,building_rich+mixed_informative,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r002_c000,DE01,Mannheim,train,2.0,0.0,512,0,256,256.0,256,256,0,0.0,57128,0.8717041015625,8408,0,1546,1487,54095,0,0,True,True,True,False,False,446324.5904690316,5489108.165275654,448884.5904690316,5491668.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r002_c000_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r002_c000_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r002_c000_validity.tif,57b196c162e1e705959089a9b628b0cfac69d8cb36d733cc8c32ed1cae28cf84,f85c22dacb0d2b8898820bf7bfb39c0d8c8136b91fca62633443b622830c6f76,837416fae050581a42f7ac491a07f41dd4ecec7391703c5960a86e0df8c3fb9b,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,8408.0,0.1282958984375,0.0270620361293936,0.0260292676095784,0.946908696261028,0.0,0.0,57128.0,0.0,True,False,False,False,False,False,False,1.0,False,True,False,False,False,False,False,1.0,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r002_c001,DE01,Mannheim,train,2.0,1.0,512,256,256,256.0,256,256,0,0.0,54855,0.8370208740234375,10681,0,2608,2938,48907,2,400,True,True,True,True,True,448884.5904690316,5489108.165275654,451444.5904690316,5491668.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r002_c001_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r002_c001_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r002_c001_validity.tif,95d2aaea3d6fe93f0ebb10c75dc005c17d390328e4c9a3d9048bedfa71cbdca6,2f9c2784e29a046f9f4faf60338bf9b96b835d11aeb53305e6fd20ee84fe1a21,12e8b2d87eea800ba3e992e173974151e2c485635c9269553ee8d21efae4c26b,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,10681.0,0.1629791259765625,0.0475435238355664,0.0535593838300975,0.8915686810682709,3.645975754261234e-05,0.0072919515085224,54855.0,0.0,False,False,False,False,False,False,False,2.0,False,True,False,False,False,False,False,2.0,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
DE01_r002_c002,DE01,Mannheim,train,2.0,2.0,512,512,256,256.0,256,256,0,0.0,57794,0.881866455078125,7742,0,1663,1667,53242,3,1219,True,True,True,True,True,451444.5904690316,5489108.165275654,454004.5904690316,5491668.165275654,EPSG:32632,data\processed\tiles\train\DE01_Mannheim\images\DE01_r002_c002_image.tif,data\processed\tiles\train\DE01_Mannheim\semantic_masks\DE01_r002_c002_semantic.tif,data\processed\tiles\train\DE01_Mannheim\validity_masks\DE01_r002_c002_validity.tif,89e78094790dd2b4a811f2bc80af6b4a6e03b93972f0b5b00f95dbd78ef46172,f799460d1493ac10df23937f470d8d534e348d1a3d18c91240aa53770b5dd93e,97d157ba2676821866dc5b659decc52c0c0c201bb2ebf4835ddeec3bc571ca1f,PASS,metadata\tile_manifests\DE01_tile_manifest.csv,metadata\tile_qa\DE01_tile_qa.json,65536.0,7742.0,0.118133544921875,0.0287746132816555,0.0288438246184725,0.9212374987022874,5.1908502612727966e-05,0.0210921548949717,57794.0,0.0,True,False,False,False,False,False,False,1.0,False,True,False,False,False,False,False,1.0,False,False,False,False,True,standard_valid_tile,True,standard_valid_tile,v2.2,v21_curated_base,base,True,accepted,0,,accepted,,,,,,,,,,,
