city_id,city_name,status,input_raster,output_raster,aoi_file,utm_epsg,width,height,pixel_size_m,validation,error,left,bottom,right,top,duration_seconds,band_1_name,band_1_mean,band_1_std,band_1_p01,band_1_p50,band_1_p95,band_1_p99,band_1_valid_percent,band_2_name,band_2_mean,band_2_std,band_2_p01,band_2_p50,band_2_p95,band_2_p99,band_2_valid_percent
DE11,Hamburg,cropped_valid,data\interim\sar_buffered\DE11_Hamburg\DE11_Hamburg_S1_TC_buffered.tif,data\processed\sar\DE11_Hamburg\DE11_Hamburg_S1_VV_VH.tif,data\aoi\cities\DE11_Hamburg_aoi.gpkg,32632,3000,3000,10.0,valid,,550834.3640108273,5919037.951124841,580834.3640108273,5949037.951124841,9.538621,Sigma0_VV,0.2593937814235687,1.8885940313339233,0.00940577033907175,0.117073655128479,0.6730962991714478,2.56872820854187,100.0,Sigma0_VH,0.03868105635046959,0.12854211032390594,0.001428044866770506,0.02513761818408966,0.09285841882228851,0.27784836292266846,100.0
DE12,Bremen,cropped_valid,data\interim\sar_buffered\DE12_Bremen\DE12_Bremen_S1_TC_buffered.tif,data\processed\sar\DE12_Bremen\DE12_Bremen_S1_VV_VH.tif,data\aoi\cities\DE12_Bremen_aoi.gpkg,32632,3000,3000,10.0,valid,,471716.4166748344,5866110.43553928,501716.4166748344,5896110.43553928,10.716094,Sigma0_VV,0.1582934409379959,1.0674092769622803,0.012654284946620464,0.082921102643013,0.36287134885787964,1.2729941606521606,100.0,Sigma0_VH,0.02777940221130848,0.08683004230260849,0.0025985620450228453,0.019378088414669037,0.06355740129947662,0.15987645089626312,100.0
DE13,Hanover,cropped_valid,data\interim\sar_buffered\DE13_Hanover\DE13_Hanover_S1_TC_buffered.tif,data\processed\sar\DE13_Hanover\DE13_Hanover_S1_VV_VH.tif,data\aoi\cities\DE13_Hanover_aoi.gpkg,32632,3000,3000,10.0,valid,,534829.8579044101,5788100.337683735,564829.8579044101,5818100.337683735,8.243765,Sigma0_VV,0.20078523457050323,1.2965577840805054,0.02455669641494751,0.13187578320503235,0.40306535363197327,1.2292747497558594,97.49462222222223,Sigma0_VH,0.0379352830350399,0.15358546376228333,0.00512681482359767,0.029818665236234665,0.07495306432247162,0.1663607358932495,97.49462222222223
DE14,Berlin,skipped_valid,data\interim\sar_buffered\DE14_Berlin\DE14_Berlin_S1_TC_buffered.tif,data\processed\sar\DE14_Berlin\DE14_Berlin_S1_VV_VH.tif,data\aoi\cities\DE14_Berlin_aoi.gpkg,32633,3000,3000,10.0,valid,,,,,,,,,,,,,,,,,,,,,,
DE15,Leipzig,cropped_valid,data\interim\sar_buffered\DE15_Leipzig\DE15_Leipzig_S1_TC_buffered.tif,data\processed\sar\DE15_Leipzig\DE15_Leipzig_S1_VV_VH.tif,data\aoi\cities\DE15_Leipzig_aoi.gpkg,32633,3000,3000,10.0,valid,,302034.7504518318,5675878.11673681,332034.7504518318,5705878.11673681,8.535144,Sigma0_VV,0.15875712037086487,2.5148379802703857,0.009575748816132545,0.07836304605007172,0.3401465117931366,1.242357611656189,100.0,Sigma0_VH,0.023616846650838852,0.08673958480358124,0.0008672697003930807,0.015705501660704613,0.0564022995531559,0.14433729648590088,100.0
DE16,Dresden,cropped_valid,data\interim\sar_buffered\DE16_Dresden\DE16_Dresden_S1_TC_buffered.tif,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\aoi\cities\DE16_Dresden_aoi.gpkg,32633,3000,3000,10.0,valid,,396494.3682870129,5641188.093693569,426494.3682870129,5671188.093693569,10.089113,Sigma0_VV,0.1425538808107376,0.8224549293518066,0.014973869547247887,0.09219319373369217,0.31330880522727966,0.9375702738761902,99.32983333333333,Sigma0_VH,0.027915220707654953,0.06651842594146729,0.0021624905057251453,0.02095816098153591,0.06404852122068405,0.14918504655361176,99.32983333333333
DE17,Munster,cropped_valid,data\interim\sar_buffered\DE17_Munster\DE17_Munster_S1_TC_buffered.tif,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\aoi\cities\DE17_Munster_aoi.gpkg,32632,3000,3000,10.0,valid,,390600.6128986948,5742558.641319876,420600.6128986948,5772558.641319876,6.836845,Sigma0_VV,0.11473459750413895,1.0744060277938843,0.016560425981879234,0.06474518775939941,0.24706904590129852,0.754889965057373,100.0,Sigma0_VH,0.022098209708929062,0.11661524325609207,0.0023526172153651714,0.015172028914093971,0.051364827901124954,0.11609464883804321,100.0
DE18,Freiburg,skipped_valid,data\interim\sar_buffered\DE18_Freiburg\DE18_Freiburg_S1_TC_buffered.tif,data\processed\sar\DE18_Freiburg\DE18_Freiburg_S1_VV_VH.tif,data\aoi\cities\DE18_Freiburg_aoi.gpkg,32632,3000,3000,10.0,valid,,,,,,,,,,,,,,,,,,,,,,
DE19,Kiel,cropped_valid,data\interim\sar_buffered\DE19_Kiel\DE19_Kiel_S1_TC_buffered.tif,data\processed\sar\DE19_Kiel\DE19_Kiel_S1_VV_VH.tif,data\aoi\cities\DE19_Kiel_aoi.gpkg,32632,3000,3000,10.0,valid,,558026.080293128,6005074.418907635,588026.080293128,6035074.418907635,9.54584,Sigma0_VV,0.12726761400699615,0.45891278982162476,0.007747993804514408,0.09259918332099915,0.2675401270389557,0.6197637915611267,100.0,Sigma0_VH,0.026745617389678955,0.046862974762916565,0.0006130863912403584,0.02218472957611084,0.061484698206186295,0.0985458716750145,100.0
DE20,Rostock,cropped_valid,data\interim\sar_buffered\DE20_Rostock\DE20_Rostock_S1_TC_buffered.tif,data\processed\sar\DE20_Rostock\DE20_Rostock_S1_VV_VH.tif,data\aoi\cities\DE20_Rostock_aoi.gpkg,32633,3000,3000,10.0,valid,,295293.93951925624,5982693.414886766,325293.93951925624,6012693.414886766,6.528867,Sigma0_VV,0.13758066296577454,1.0438401699066162,0.01949155516922474,0.0982816144824028,0.2640291452407837,0.625482439994812,100.0,Sigma0_VH,0.03131352737545967,0.08378394693136215,0.0027881881687790155,0.025814948603510857,0.06701436638832092,0.10428416728973389,100.0
