tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction,unlabeled_pixel_count,semantic_nodata_pixel_count,buildings_pixel_count,roads_pixel_count,vegetation_pixel_count,bare_land_pixel_count,water_pixel_count,contains_buildings,contains_roads,contains_vegetation,contains_bare_land,contains_water,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,image_path,semantic_mask_path,validity_mask_path,image_sha256,semantic_sha256,validity_sha256,tile_qa_status,city_tile_manifest,city_tile_qa_report,total_tile_pixels,invalid_pixel_count,invalid_fraction,buildings_fraction_valid,roads_fraction_valid,vegetation_fraction_valid,bare_land_fraction_valid,water_fraction_valid,five_class_pixel_count,class_accounting_difference,vegetation_dominant_90,vegetation_dominant_95,urban_rich,road_rich,building_rich,bare_land_rich,water_rich,classes_ge_5pct,mixed_informative,passes_validity,v2_building_rich,v2_road_rich,v2_bare_land_rich,v2_water_rich,minority_rich,v2_classes_ge_5pct,v2_mixed_informative,protected_tile,extreme_vegetation,vegetation_control_keep,selected_v2,v2_selection_reason,selected_v21,v21_selection_reason
DE11_r004_c008,DE11,Hamburg,train,4,8,1024,2048,256,256,256,256,0,0.0,29768,0.4542236328125,35768,0,13311,7118,6750,1169,1420,True,True,True,True,True,571314.3640108273,5936237.951124841,573874.3640108273,5938797.951124841,EPSG:32632,data\processed\tiles\train\DE11_Hamburg\images\DE11_r004_c008_image.tif,data\processed\tiles\train\DE11_Hamburg\semantic_masks\DE11_r004_c008_semantic.tif,data\processed\tiles\train\DE11_Hamburg\validity_masks\DE11_r004_c008_validity.tif,13ac218aa2c6305bd2ae9780625049e02ab085539e6812f786fe3eb217cd4252,19aff44244817d16fe87e07df57722bc5102aeb8e9c55898579eaff94023cd1d,e1de0ee5b761623f34fcc6c44177aa0366f52e41671876a197fc658c9d47e270,PASS,metadata\tile_manifests\DE11_tile_manifest.csv,metadata\tile_qa\DE11_tile_qa.json,65536,35768,0.5457763671875,0.4471580220370868,0.2391158290782047,0.2267535608707336,0.0392703574307981,0.0477022305831765,29768,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE11_r005_c003,DE11,Hamburg,train,5,3,1280,768,256,256,256,256,0,0.0,26906,0.410552978515625,38630,0,12615,7552,5848,697,194,True,True,True,True,True,558514.3640108273,5933677.951124841,561074.3640108273,5936237.951124841,EPSG:32632,data\processed\tiles\train\DE11_Hamburg\images\DE11_r005_c003_image.tif,data\processed\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c003_semantic.tif,data\processed\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c003_validity.tif,3e7a873068778eedc72786e46aec52431625ff12fbfd1e014440727a3463efa4,016fec3f11e8654fcbb76356f7e345003adc8e77d4f3be6ab2d0a42f8b3422ad,24097d21edb9012f8a32cc097ff480f443243517b07a5094d5b16636f1aabc7c,PASS,metadata\tile_manifests\DE11_tile_manifest.csv,metadata\tile_qa\DE11_tile_qa.json,65536,38630,0.589447021484375,0.4688545305879729,0.2806808890210362,0.2173492901211625,0.0259050026016501,0.0072102876681781,26906,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE11_r005_c008,DE11,Hamburg,train,5,8,1280,2048,256,256,256,256,0,0.0,28242,0.430938720703125,37294,0,9103,6247,11301,1158,433,True,True,True,True,True,571314.3640108273,5933677.951124841,573874.3640108273,5936237.951124841,EPSG:32632,data\processed\tiles\train\DE11_Hamburg\images\DE11_r005_c008_image.tif,data\processed\tiles\train\DE11_Hamburg\semantic_masks\DE11_r005_c008_semantic.tif,data\processed\tiles\train\DE11_Hamburg\validity_masks\DE11_r005_c008_validity.tif,296ebff5b67b01125a457aa5532fab969e14b822ba71ac27a4c37f168d8091b9,f4682d767d6811d0cb8160a47e5fe553ab2e6514dff7cfc42c688d79b86f5c00,5bbe8b021f5dc0c8d616df5b520482be68f0faa19c175f38795f07be5f31cd17,PASS,metadata\tile_manifests\DE11_tile_manifest.csv,metadata\tile_qa\DE11_tile_qa.json,65536,37294,0.569061279296875,0.3223213653423978,0.2211953827632604,0.4001487146802634,0.041002761844062,0.0153317753700162,28242,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE11_r006_c009,DE11,Hamburg,train,6,9,1536,2304,256,256,256,256,0,0.0,31218,0.476348876953125,34318,0,8114,5939,16448,95,622,True,True,True,True,True,573874.3640108273,5931117.951124841,576434.3640108273,5933677.951124841,EPSG:32632,data\processed\tiles\train\DE11_Hamburg\images\DE11_r006_c009_image.tif,data\processed\tiles\train\DE11_Hamburg\semantic_masks\DE11_r006_c009_semantic.tif,data\processed\tiles\train\DE11_Hamburg\validity_masks\DE11_r006_c009_validity.tif,9a87d1ea489a210e5eeafaa076b3b55ca09386e4b775bcd8d56452098f67e80b,a9d1a6158918211e9c69a35598f7fb6e06d897a5c1324bbb7ad1be2240937625,fa5cbc57ddcfd62434728be48b1670fdb874f8650f19bed7db1105ddefb2093a,PASS,metadata\tile_manifests\DE11_tile_manifest.csv,metadata\tile_qa\DE11_tile_qa.json,65536,34318,0.523651123046875,0.2599141520917419,0.1902428086360433,0.5268755205330258,0.0030431161509385,0.0199244025882503,31218,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE12_r006_c008,DE12,Bremen,train,6,8,1536,2048,256,256,256,256,0,0.0,32222,0.491668701171875,33314,0,13819,6620,9978,755,1050,True,True,True,True,True,492196.4166748344,5878190.43553928,494756.4166748344,5880750.43553928,EPSG:32632,data\processed\tiles\train\DE12_Bremen\images\DE12_r006_c008_image.tif,data\processed\tiles\train\DE12_Bremen\semantic_masks\DE12_r006_c008_semantic.tif,data\processed\tiles\train\DE12_Bremen\validity_masks\DE12_r006_c008_validity.tif,12eaf0eb5fb025b6ddada121729d0c1eb072f92664bd7eb0a998184a12fb8087,4b586875f41bdbc634fa6f9d554e0e459059b73a43558b94d4a8e72f77449c95,28cc6061a51b12e212481b641cf1b26baedbf1c2cbe546c54b9dd65906ccac66,PASS,metadata\tile_manifests\DE12_tile_manifest.csv,metadata\tile_qa\DE12_tile_qa.json,65536,33314,0.508331298828125,0.4288684749549997,0.2054496927565017,0.3096642045807212,0.0234311960772143,0.0325864316305629,32222,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE12_r007_c008,DE12,Bremen,train,7,8,1792,2048,256,256,256,256,0,0.0,30723,0.4687957763671875,34813,0,10166,6030,12143,505,1879,True,True,True,True,True,492196.4166748344,5875630.43553928,494756.4166748344,5878190.43553928,EPSG:32632,data\processed\tiles\train\DE12_Bremen\images\DE12_r007_c008_image.tif,data\processed\tiles\train\DE12_Bremen\semantic_masks\DE12_r007_c008_semantic.tif,data\processed\tiles\train\DE12_Bremen\validity_masks\DE12_r007_c008_validity.tif,51669181276a8a90290aa589c5159f48d819c32c690dc86bf177f70c5c796d73,89f771c21be251737c9b6457f50374d4d7815598c69ad32662b622f35aeffa47,552afc2eb0b1f6b7db50ba83a1fa678bdbbde70701b2353ff07570055ecbc109,PASS,metadata\tile_manifests\DE12_tile_manifest.csv,metadata\tile_qa\DE12_tile_qa.json,65536,34813,0.5312042236328125,0.3308921654786316,0.1962698955180158,0.3952413501285681,0.0164371968883247,0.0611593919864596,30723,0,False,False,True,True,True,False,False,4,True,False,True,True,False,False,True,4,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE13_r000_c009,DE13,Hanover,train,0,9,0,2304,256,256,256,256,0,0.0,31928,0.4871826171875,33608,0,4678,3460,23210,356,224,True,True,True,True,True,557869.8579044101,5815540.337683735,560429.8579044101,5818100.337683735,EPSG:32632,data\processed\tiles\train\DE13_Hanover\images\DE13_r000_c009_image.tif,data\processed\tiles\train\DE13_Hanover\semantic_masks\DE13_r000_c009_semantic.tif,data\processed\tiles\train\DE13_Hanover\validity_masks\DE13_r000_c009_validity.tif,636a99e3d831ed23893374ee0b13a86de47a56c05d1a5686e051ad667aee813f,8387152fc4f6c7fbdb8b8b3aca1b1cdc961f34c8ae9b9da7f1d4dcc409ef0d50,e745bfd84e7d33a0fb9f763664cc75b166e8279b6c021e4eb215ed36e5918845,PASS,metadata\tile_manifests\DE13_tile_manifest.csv,metadata\tile_qa\DE13_tile_qa.json,65536,33608,0.5128173828125,0.1465171636181408,0.1083688298672012,0.7269481332999248,0.0111500876973189,0.0070157855174141,31928,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE13_r003_c005,DE13,Hanover,train,3,5,768,1280,256,256,256,256,0,0.0,32078,0.489471435546875,33458,0,12210,7818,10921,437,692,True,True,True,True,True,547629.8579044101,5807860.337683735,550189.8579044101,5810420.337683735,EPSG:32632,data\processed\tiles\train\DE13_Hanover\images\DE13_r003_c005_image.tif,data\processed\tiles\train\DE13_Hanover\semantic_masks\DE13_r003_c005_semantic.tif,data\processed\tiles\train\DE13_Hanover\validity_masks\DE13_r003_c005_validity.tif,b3df96c10a80db0f2076e3b07f4ef402404c2c03bb89ad56bb7632cf458dbd7f,5e0959c4a8ecc533105a3d1650fb57ac9b28708ef47298525f81cbdcfa291fbc,46a5edf0d7a4a262cbeda05a014ff2f61075f9c02f4c49ee42b14f77755d1091,PASS,metadata\tile_manifests\DE13_tile_manifest.csv,metadata\tile_qa\DE13_tile_qa.json,65536,33458,0.510528564453125,0.3806347029116528,0.2437184363114907,0.3404513997131991,0.0136230438306627,0.0215724172329945,32078,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE13_r003_c006,DE13,Hanover,train,3,6,768,1536,256,256,256,256,0,0.0,31746,0.484405517578125,33790,0,7384,5068,16830,1209,1255,True,True,True,True,True,550189.8579044101,5807860.337683735,552749.8579044101,5810420.337683735,EPSG:32632,data\processed\tiles\train\DE13_Hanover\images\DE13_r003_c006_image.tif,data\processed\tiles\train\DE13_Hanover\semantic_masks\DE13_r003_c006_semantic.tif,data\processed\tiles\train\DE13_Hanover\validity_masks\DE13_r003_c006_validity.tif,a1667c0128f8797b12cf4d1224709d2c07f8a2111e55ed02a742f38677209d82,c0a950a236491899d7dc731072b84aee833cd920c77cf7acd33ac2bdeed8e211,512f3d672377b9d881d3b8d3da9509f787a4fb4b0eeb4c1453ac15c0b04600fa,PASS,metadata\tile_manifests\DE13_tile_manifest.csv,metadata\tile_qa\DE13_tile_qa.json,65536,33790,0.515594482421875,0.2325962325962326,0.1596421596421596,0.5301455301455301,0.038083538083538,0.0395325395325395,31746,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE13_r003_c007,DE13,Hanover,train,3,7,768,1792,256,256,256,256,0,0.0,30361,0.4632720947265625,35175,0,5656,3710,18681,1837,477,True,True,True,True,True,552749.8579044101,5807860.337683735,555309.8579044101,5810420.337683735,EPSG:32632,data\processed\tiles\train\DE13_Hanover\images\DE13_r003_c007_image.tif,data\processed\tiles\train\DE13_Hanover\semantic_masks\DE13_r003_c007_semantic.tif,data\processed\tiles\train\DE13_Hanover\validity_masks\DE13_r003_c007_validity.tif,edb27c3adbfb58c3b12aa2559ad31de34b1b36f7566986a96ac1983ab11fcd91,aa9e21aa7938e62ece2d4fa9750db300bcd8b0b43447623bac7ff73c8fe46844,6333be96a8a335c295cae170f8ce9f2fbb0b3042a4fe204e65d0edb781dea1e0,PASS,metadata\tile_manifests\DE13_tile_manifest.csv,metadata\tile_qa\DE13_tile_qa.json,65536,35175,0.5367279052734375,0.1862916241230526,0.1221962385955666,0.6152959388689437,0.0605052534501498,0.0157109449622871,30361,0,False,False,True,True,True,True,False,4,True,False,True,True,True,False,True,4,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE13_r004_c007,DE13,Hanover,train,4,7,1024,1792,256,256,256,256,0,0.0,32751,0.4997406005859375,32785,0,11447,6701,13016,386,1201,True,True,True,True,True,552749.8579044101,5805300.337683735,555309.8579044101,5807860.337683735,EPSG:32632,data\processed\tiles\train\DE13_Hanover\images\DE13_r004_c007_image.tif,data\processed\tiles\train\DE13_Hanover\semantic_masks\DE13_r004_c007_semantic.tif,data\processed\tiles\train\DE13_Hanover\validity_masks\DE13_r004_c007_validity.tif,14707004ce33fed9bf1da477866d03efeb1980b0b93a10ec4d2788143c3d4746,a5c5e4a7fb12d3c1eb6a4e4b5e5511f71eb5285432e10de920a00ad31c13ab33,0b29b049f507bab4521aabf688d01831f903a06759db487d242e46e576034399,PASS,metadata\tile_manifests\DE13_tile_manifest.csv,metadata\tile_qa\DE13_tile_qa.json,65536,32785,0.5002593994140625,0.3495160453115935,0.2046044395590974,0.3974229794510091,0.0117858996671857,0.0366706360111141,32751,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE14_r003_c004,DE14,Berlin,train,3,4,768,1024,256,256,256,256,0,0.0,29904,0.456298828125,35632,0,12338,6860,9734,361,611,True,True,True,True,True,387019.25925275,5824832.1592110265,389579.25925275,5827392.1592110265,EPSG:32633,data\processed\tiles\train\DE14_Berlin\images\DE14_r003_c004_image.tif,data\processed\tiles\train\DE14_Berlin\semantic_masks\DE14_r003_c004_semantic.tif,data\processed\tiles\train\DE14_Berlin\validity_masks\DE14_r003_c004_validity.tif,c360bb2d81f3e8c0a87454b09dafe87202b84f181fab742d7bd009252280e290,d7c34038af32dd49ef6b4fb0a62340b815956016bce69b8134a8d36e1eaa1d3b,45bee866712aacd4392467dd0473d9d8f436dc0cb6655bb9eec24665863c0038,PASS,metadata\tile_manifests\DE14_tile_manifest.csv,metadata\tile_qa\DE14_tile_qa.json,65536,35632,0.543701171875,0.4125869448903156,0.2294007490636704,0.3255082932049224,0.0120719636169074,0.020432049224184,29904,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
DE14_r003_c005,DE14,Berlin,train,3,5,768,1280,256,256,256,256,0,0.0,32576,0.4970703125,32960,0,10934,6229,14641,465,307,True,True,True,True,True,389579.25925275,5824832.1592110265,392139.25925275,5827392.1592110265,EPSG:32633,data\processed\tiles\train\DE14_Berlin\images\DE14_r003_c005_image.tif,data\processed\tiles\train\DE14_Berlin\semantic_masks\DE14_r003_c005_semantic.tif,data\processed\tiles\train\DE14_Berlin\validity_masks\DE14_r003_c005_validity.tif,5fb0ffd6a7982762ba4772b4444603004aeaab1e81369714fedb13b724e5b673,0a4fa0ab2bf8334b910c53422f5f19dd317211a7853c60809d50be4e6df1c82b,9710e5a1a946df85dcece05363af41f1f7b8e45683f2ec016bb9b7e87775ecd4,PASS,metadata\tile_manifests\DE14_tile_manifest.csv,metadata\tile_qa\DE14_tile_qa.json,65536,32960,0.5029296875,0.3356458742632613,0.1912143909626719,0.4494413064833006,0.0142743123772102,0.0094241159135559,32576,0,False,False,True,True,True,False,False,3,True,False,True,True,False,False,True,3,True,True,False,False,False,excluded_low_validity,True,restored_city_retention_guard
